patient	MB-0395	MB-4716	MB-5408	MB-3371	MB-2953	MB-2513	MB-3706	MB-2616	MB-3363	MB-7250	MB-4836	MB-2643	MB-6346
category	diespre60	aliveafter72	aliveafter72	aliveafter72	diespre60	diespre60	diespre60	aliveafter72	diespre60	diespre60	diespre60	diespre60	aliveafter72
MRPL36	10.53145192	10.00142918	9.84476683	9.968922339	10.77001687	10.97970589	10.64921285	10.19092779	10.10079568	11.01327185	8.028862338	9.382709797	9.312456127
GRASP	6.007806827	6.074790725	6.024416841	5.675112328	5.511638928	5.987801499	5.462277277	5.837192654	6.180963618	5.678699209	6.355355875	6.404290316	5.783956851
TBC1D19	6.206429471	6.734620804	6.193030424	7.081086397	7.024452195	6.584861322	6.583166662	7.181418248	6.999627651	6.528620994	6.745331542	6.373393153	6.840829564
HIC1	5.644689313	5.962610445	6.162748747	5.524509281	5.537956557	5.513113703	5.649373612	5.584497182	5.458403817	5.713737637	5.697008459	5.949378727	5.629579912
AL512751	5.60837574	5.401011806	5.557878733	5.291778004	5.377171675	5.39465465	5.685409011	5.189362396	5.254444607	5.567363884	5.582974838	5.320679799	5.681933025
RNF13	7.757310633	7.64674942	7.955627405	8.209642718	7.957061346	8.110810256	9.293083163	8.721456424	7.162361356	8.240005184	7.074733046	8.868759659	7.682070438
SCLY	10.20020344	9.761991452	10.1284256	9.628958518	10.17089759	10.0393177	9.858525657	9.561564914	9.766688269	9.448060931	10.10126741	9.975432801	9.536536183
BRF2	7.987867574	7.868239084	7.035123288	7.3761422	7.691443875	7.469531126	7.928995825	7.748517452	8.460104981	8.028862338	9.421501801	7.703690723	8.303651663
MASTL	6.933334993	6.530235332	6.453903578	6.190259944	6.682674136	6.269109747	6.804918762	6.203463975	7.132557332	6.792836685	6.737636627	6.457465768	6.612562046
C2orf53	5.343853073	5.391340605	5.543481685	5.440427601	5.460761435	5.464191423	5.289476496	5.459686314	5.43835287	5.477154403	5.583243639	5.373024231	5.494538235
LOC100130238	5.321591588	5.169973797	5.305683076	5.454966964	5.258790907	5.278452942	5.386800066	5.428394646	5.342167288	5.427100693	5.089630642	5.459434929	5.506629905
CLDN3	10.14178027	7.569614568	7.26758529	9.330547857	7.458153384	7.530165178	8.942349334	7.478532971	8.120732642	9.279638369	10.40418799	5.513299338	9.228473232
HDAC3	8.187696756	8.727361454	8.737957184	8.844326434	8.839956022	8.61887559	8.35834267	8.706385207	8.68609954	8.579305464	8.141455462	9.034275223	8.305610465
LYZL4	5.437160779	5.455507155	5.464038111	5.080354887	5.139515746	5.298144634	5.560421358	5.371922022	5.290438406	5.349886645	5.556932486	5.129800482	5.329847078
BIRC6	6.691807495	6.829012491	6.937958923	6.760583622	7.034843618	7.03230493	6.463103863	6.588537773	6.86880857	7.018033983	7.367370308	6.728138905	6.642191801
ZNF700	8.588927735	8.927875975	8.313122085	8.12614095	8.79220426	8.63518436	7.183077403	7.799119682	8.262176884	8.248641585	8.907750009	8.0637773	8.418615256
TDRD12	5.606861239	5.73057353	5.368249763	5.700322766	5.83702583	5.682674137	5.741538998	5.725065981	5.692796148	5.445899897	5.613647946	5.693613974	5.491730247
C1orf194	5.568744901	5.392787624	5.336198763	5.38228639	5.282769523	5.299788093	5.263165767	5.529421827	5.259583751	5.314363428	5.143561065	5.347818546	5.291910395
SLC14A2	5.625948367	5.545108589	5.741933455	5.503197932	5.316153901	5.507399926	5.372674111	5.471193621	5.540794686	5.629857264	5.772809457	5.561743951	5.433420312
MUC3B	5.325351794	5.307327981	5.54847365	5.446655535	5.11036231	5.565019382	5.497937919	5.320652023	5.486956982	5.248238067	5.076151585	5.440492528	5.45578693
SIX4	6.73158304	8.03996129	7.699202221	8.173686824	7.54891664	8.157793775	8.173990415	7.925097744	8.332746373	8.017969019	8.90354186	7.188531757	8.656019301
ZNF613	7.287013771	6.991553596	6.974440139	6.82534831	7.422028251	7.357776962	6.997249607	7.696121461	7.11852184	6.898574754	8.392142723	6.883862907	7.927965275
PSME4	9.901910043	9.2917151	9.580199832	8.725905121	9.634041601	9.558478449	9.619181053	8.648965298	9.322414802	9.897776948	9.312456127	9.289410378	9.90967929
BSG	9.469090112	10.25688935	10.56414976	10.35352975	9.719993635	10.43893346	10.12439518	9.580373605	10.314964	11.47310062	11.79688542	10.38797625	10.90733988
CR740913	5.386849984	5.391739865	5.350781792	5.363268584	5.594126092	5.399275289	5.29652271	5.314627347	5.438755381	5.429813228	5.140794875	5.247121691	5.215657842
HINT3	6.637820521	6.046562001	6.084932467	6.071483029	6.854779615	6.08221349	6.947164467	6.421282986	6.498311333	6.142807085	6.043966456	6.405500857	6.083356822
AK126330	5.267424287	5.402189519	5.561148743	5.201352262	5.418313304	5.327723862	5.244699785	5.373520901	5.344501776	5.215130012	5.454222977	5.24845446	5.29208357
COMMD5	8.951993392	8.541167903	8.879882921	8.777235099	8.803731614	9.076434727	9.204495921	9.035872974	8.792483296	8.758762121	8.329735573	8.78913059	8.232455956
TEAD3	6.206409492	5.746130274	5.676840391	5.852924001	6.02494687	5.790661572	6.193340517	5.848518915	5.965090296	5.549068563	6.141819757	5.777334387	5.818235628
OR2G3	5.645293662	5.293511531	5.397675816	5.383653642	5.359651404	5.383405162	5.353464772	5.314502476	5.459569706	5.594134713	5.649733362	5.380929996	5.31067362
LOC400236	5.220470097	5.671671073	5.411750938	5.430390536	5.511511522	5.353461406	5.617800682	5.474601813	5.537231861	5.57614222	5.574179463	5.308402026	5.395805797
REP15	5.697824979	5.656252581	5.755170953	5.361932568	5.509781127	5.344927716	5.264607504	5.547878211	5.628983406	5.502334883	5.613584179	5.110968884	5.697380447
BM662626	5.62900584	5.36907919	5.444081087	5.451999919	5.457671855	5.398297121	5.352160057	5.339635213	5.378031163	5.384563724	5.555460785	5.263357628	5.275913042
CDH16	5.556574888	5.212525077	5.4408688	5.41433402	5.327427975	5.454302559	5.371652271	5.285730434	5.33973707	5.290836102	5.584367468	5.385166312	5.743873214
BC040862	5.693755662	5.644636668	5.47532097	5.703985471	5.707770298	5.721240471	5.815099982	5.786797291	5.705116092	5.43023687	5.239864169	5.661490365	5.632703589
BX340435	5.559882654	5.79818111	5.820432026	5.426417765	6.230543514	5.904814379	5.483461749	6.450131457	5.606467239	6.265549243	7.890706478	5.851315475	7.152758574
TMEM65	5.510697075	5.727239598	5.640469296	5.427694772	5.640614752	5.365186183	5.737157365	5.507536586	5.542160464	5.557457277	5.899853038	5.420419566	5.333484013
BX105767	5.247265683	5.334710016	5.262529409	5.407462208	5.170787875	5.237350151	5.331966485	5.401312138	5.284723489	5.422130091	5.542114982	5.290395985	5.251077542
BC039382	5.470091043	5.265249016	5.229584483	5.316004387	5.33898416	5.164435086	5.314957098	5.341960233	5.300430426	5.19519855	5.099479123	5.215724273	5.257824178
FOXP4	6.265222278	6.054188733	6.065360571	5.798007903	6.100190325	7.106210687	6.338441883	5.98848709	5.858473895	6.092212871	6.682700496	5.547792688	6.661615597
BQ186063	5.602187124	5.509217308	5.546002743	5.46895058	5.408303416	5.28754204	5.225843069	5.577584192	5.577616273	5.300885176	5.506068133	5.474179886	5.519415378
VN1R1	5.534066496	5.539680458	5.080264812	5.741981609	5.178602132	5.241612408	5.11959941	5.215965546	5.377125769	5.218668282	5.42430205	5.234841074	5.564301003
OR4D9	5.450409528	5.391645755	5.324037024	5.328297087	5.318639243	5.23884655	5.406182013	5.455572032	5.228040359	5.526490432	5.467337263	5.449979482	5.557457277
HCFC1R1	7.228579108	6.863471164	6.796113471	8.257991866	7.541692177	7.234380424	6.927061866	7.704443261	6.854961804	6.806361376	7.236222694	7.880157962	7.046461095
TEKT5	5.3961613	5.389166939	5.491342821	5.526245706	5.456240528	5.277532282	5.223652545	5.327590698	5.246118874	5.497353233	5.305600845	5.271341346	5.118675064
AW516124	5.488274609	5.420654837	5.369812298	5.441428315	5.356154781	5.336065711	5.442918663	5.206582748	5.242764405	5.492938775	5.393843347	5.280599951	5.378436957
BC038725	5.677883218	5.659754919	5.735795387	5.755989591	5.648981808	5.785736454	5.500649571	5.651512335	5.590459869	5.822048176	5.924962395	5.626141627	5.835484491
DNAJC9	9.151705958	8.925371631	8.990831235	8.83653216	10.18246932	9.156564244	9.020941069	8.955846015	10.10074254	8.615418304	8.662632367	9.094028395	8.801658954
FHOD1	8.687589558	7.87532654	8.014731192	7.345506911	7.82858082	8.057861901	7.556352674	6.660595085	7.442612768	8.772008018	9.002799566	8.498956482	7.643929161
AI216295	5.317623826	5.218216922	5.590637767	5.12527725	5.329943466	5.175493702	5.250906118	5.269706451	5.304860396	5.381397477	5.302400639	5.293299775	5.377877671
CMTM5	5.351000454	5.415308827	5.437753952	5.476444612	5.458770798	5.43793327	5.347776825	5.509363415	5.454233866	5.137399321	5.643530974	5.699599728	5.474520407
LINC00229	5.446820066	5.487723121	5.391573592	5.243819386	5.406925297	5.40554316	5.396966185	5.364018553	5.257185424	5.501712888	5.640609506	5.429844075	5.613896946
BM931785	5.241579799	5.36271302	5.447265825	5.475524985	5.357658276	5.265578403	5.152570298	5.43125817	5.381058434	5.517170682	5.255348494	5.174103766	5.430651269
LOC400238	5.382290879	5.379208774	5.44838655	5.445625886	5.422596828	5.332113309	5.337257893	5.385787126	5.348278753	5.277705582	5.221325753	5.25145922	5.464433857
GPR128	5.493759688	5.367636327	5.377281802	5.363814275	5.445954842	5.396201668	5.548097259	5.505417727	5.189916206	5.402241219	5.582497317	5.342202621	5.31885832
BC043520	5.301154171	5.547647844	5.562952181	5.336767118	5.144110294	5.188666271	5.448174386	5.331253924	5.119575058	5.168742993	5.437566004	5.347105859	5.451807984
ANO2	5.789703051	5.735143635	5.663793045	5.758457958	6.149021617	6.155504885	5.886084764	5.526021839	5.512777459	5.344501776	6.231957921	5.768749564	5.504085039
BX118161	5.432588226	5.437268441	5.168900787	5.423959071	5.419966862	5.396771274	5.611687269	5.318595049	5.422451986	5.475625154	5.286265261	5.384149088	5.108450932
DARC	7.546214274	8.123209235	9.130483376	7.118153563	7.82413634	9.572531447	6.033839261	9.81656274	5.587765093	7.891236977	6.928579122	9.478886469	5.971176842
ZNF318	6.765228838	7.541740488	7.476909002	6.755738135	7.656665123	7.421337615	7.413305771	6.741484356	6.969833952	6.986998642	8.07705879	7.376482838	7.537489723
RAB25	10.12715338	9.821531702	8.204476177	10.07397769	10.36974207	9.625861108	9.492005464	9.999501946	11.06939125	9.679406297	6.516610079	6.246759534	10.43645389
FAM83B	6.070946811	5.523887371	5.676879326	5.333652308	4.976080909	5.599916866	5.370689425	5.420870169	5.139062928	6.548755701	5.686929685	5.133421121	6.062184164
LRRC8C	5.88870185	5.939069525	6.353351901	5.829132683	5.919640218	6.026663592	6.829074462	5.716273057	5.595728044	6.092204456	5.569673721	6.780408039	5.587978246
ZFP62	5.331832045	5.188025188	5.205985159	5.578434157	5.341065765	5.418529779	5.596135003	5.654405798	5.753792412	5.670789522	5.651641625	5.412245946	5.359853305
GAGE8	5.067709524	5.339069771	5.416451082	5.610695282	5.598008798	5.603755689	5.584916342	5.640887961	5.462751307	5.171016583	5.098970723	5.541457389	5.325676713
NDUFA3	10.87030453	11.6870266	11.51065724	11.95602384	11.11734123	11.65865893	10.84177345	11.78453769	11.27629684	12.06169081	11.8907851	10.99023284	11.78546399
BF515229	5.259635935	5.316687779	5.30117163	5.566172931	5.570655714	5.424287274	5.468971418	5.453075663	5.594482062	5.437634524	5.29826437	5.518899443	5.209894254
GPR152	5.487264058	5.300140638	5.417258743	5.413600668	5.268954545	5.243112019	5.256369346	5.220761687	5.502763705	5.294696499	5.292172746	5.214780183	5.213510816
MRFAP1L1	9.434958421	10.32987948	10.05675124	10.22986694	10.24434704	9.891829684	9.848643512	10.12853166	9.650979023	9.97837125	11.00374089	9.3803819	10.23715028
AK001794	5.292312905	5.221808569	5.358937767	5.221744561	5.415023439	5.269597413	5.389096385	5.274341772	5.344859066	5.570587777	5.409501669	5.303799882	5.523376912
EEPD1	6.12319359	5.820535435	6.261941323	5.772637383	6.056864069	6.105247407	5.816183371	6.203341018	6.399254982	6.275210818	7.824033961	6.545044056	6.002927773
ARSH	5.717248723	5.575085743	5.568792342	6.022182084	5.667443159	6.254494658	5.32686641	5.616403415	5.838331233	5.504280685	5.752749499	5.389652834	5.532064488
FANK1	5.664346945	5.534784318	5.504106066	5.890336838	5.672487959	5.661062288	5.419533613	5.589971291	5.548654076	5.184309185	5.582866028	5.556318521	5.628446921
EEF1E1	8.643588959	8.224278306	7.671123957	8.519976751	9.441244699	8.572047952	9.409135162	8.753375373	8.928106875	7.98034255	6.931798369	7.910298256	7.504290992
DPYSL4	6.010667911	5.431285112	6.473911955	5.735580403	6.98546661	6.124534186	5.982120875	7.253977425	5.66527927	6.072584269	5.916786131	6.990406479	6.48132355
ITPRIPL1	5.410440755	5.44581654	5.75178361	5.31862492	5.389888225	5.239657713	5.471737568	5.570834423	5.578651428	5.418201707	5.369890845	5.607295101	5.224185109
AW303284	5.439127368	5.290615777	5.166623486	5.182145007	5.242938521	5.376632091	5.376071224	5.341358245	5.35261113	5.242939497	5.082625694	5.302186112	5.511525493
ZNF589	6.156373226	7.225431572	7.129132725	6.957414148	6.826630388	6.784099038	6.529681207	6.5486927	6.537672594	6.27148568	8.035026309	7.959145287	7.579446544
DUSP13	5.254420453	5.2370397	5.165687715	5.925836872	5.22050641	5.125011058	5.295059348	5.39437921	5.218727133	5.368199988	5.161783718	5.46932308	5.331180201
SCAMP2	7.056663005	6.769162277	6.758056918	6.35541466	6.585888729	6.412161521	7.231186518	6.484954565	6.256026818	6.965302648	7.475897555	7.089082515	7.4521626
ALS2CR4	9.026588906	7.40384926	7.460049817	7.967858771	8.459853725	8.188264071	8.744040612	8.61630905	8.514212241	7.424272117	6.643626187	7.449388845	7.572372298
C11orf31	5.584122246	6.148923016	6.103607084	5.970963842	5.732697334	6.104231691	5.953012958	5.943258221	5.779213918	5.591132512	5.88755037	5.66527927	5.883574176
DCN	9.055421196	8.132991163	9.80777135	9.497814451	8.701108212	9.311713107	7.328911353	11.87213177	6.322313679	8.423141029	8.037725383	10.77355962	6.854261215
AK057885	6.071407997	5.622897153	5.724013722	5.696580775	5.594634929	5.79546879	6.38681293	5.783901025	5.772068883	5.513624962	5.852579396	6.130911122	5.477994256
DEFB136	5.330016571	5.254373896	5.340982668	5.168356764	5.339391895	5.147302341	5.231253056	5.365965955	5.164607833	5.507832292	5.343611879	5.102326399	5.087167932
OR2AE1	5.338335045	5.485138849	5.458472699	5.186414366	5.424473495	5.300520465	5.487028139	5.382037562	5.22797707	5.299771947	5.496316706	5.379044824	5.331222819
DB005376	5.319813189	5.424680729	5.091427895	5.540487542	5.199083643	5.320521058	5.422059921	5.285158979	5.224442685	5.343890779	7.331662621	5.281243159	5.280465999
RAB6C	5.422649692	5.54613175	5.671469258	5.195955947	5.398722438	5.045572284	5.216350265	5.231637263	5.31296499	5.334632104	5.051389043	5.141103446	5.53321163
COPB2	10.04548673	9.344772506	9.506632219	9.627892249	9.390118928	9.957569892	9.763962503	9.466224441	9.65378894	10.44478775	8.562776018	9.093160196	10.4614736
CR608907	5.99776245	6.05026941	6.23437168	6.647548702	6.148497362	6.432741501	6.724742352	6.39300184	6.06433678	6.00832646	6.435114388	5.973435167	6.090043492
ENO2	5.981496776	7.701127021	7.275490514	7.437764241	7.057909266	6.765706622	6.912644022	6.727740808	9.573283758	6.720918519	6.988402263	7.211565942	7.395476916
C12orf43	7.633294858	7.007559791	6.953118984	6.707995028	7.087866731	7.094930199	6.413497342	7.401334677	7.050390591	6.872616705	6.161111324	6.667753225	6.980414193
AA766245	5.398631811	5.427641733	5.454123229	5.68659615	5.84358859	5.404299284	5.764979373	5.645454446	5.618712651	5.531341538	5.392604258	5.681259347	5.587004587
ZBTB2	5.507195993	5.539796324	5.533722267	5.971116206	6.114100567	5.581070728	5.707470781	6.102015126	6.026827594	5.376753364	5.804543478	6.137732199	5.866723842
DB180818	5.295020056	5.137754457	5.078470935	5.110284021	5.217181588	5.447225506	5.373019282	5.200205197	5.266119897	5.31073683	5.35190753	5.162666585	5.288645303
FAM149A	5.94144697	6.441949774	6.038291446	5.832570083	6.143151702	6.25101244	5.854019608	5.939703903	7.807526973	6.074249132	6.38971576	5.774201519	7.253072067
PM20D2	5.621166174	5.831389188	5.664231517	6.143412087	5.701212182	5.598225254	6.760997667	5.843699865	6.621985546	5.432268306	5.343460038	5.732446958	5.401198515
SLU7	7.903227563	7.920307863	8.095790217	7.976162571	8.429693058	8.27741151	8.097789045	8.785922389	8.294902389	7.482296899	6.965302648	7.989127592	7.442612768
AI184612	5.51382981	5.318671612	5.267889511	5.153350398	5.406425192	5.395290335	5.333484639	5.355033232	5.453215823	5.272215095	5.187446821	5.163441816	5.697744368
BUD13	6.420020398	6.648268729	6.698638663	6.662833139	6.706944581	6.643660335	6.649957354	6.801513105	7.027024213	6.698106057	6.623707598	6.881143996	6.757800081
MAML2	5.497297354	5.517508777	5.646479206	5.470984976	5.392462372	5.30103322	5.523744652	5.712998542	5.529630698	5.680074239	5.497276569	5.544820267	5.236329436
TAT	8.84429535	5.522109345	5.4526186	10.17476599	5.779224941	7.843590711	5.452080694	5.718165178	5.426963417	6.394602595	6.637951948	5.666947202	5.663227369
DB337234	5.381164732	5.398629614	5.486710452	5.378286688	5.414608661	5.522612468	5.413118184	5.586814143	5.330065546	5.197034156	5.47530973	5.425122542	5.62328571
NECAB3	6.526178431	6.814815091	6.026737832	6.440060447	6.879625566	6.524479669	5.529305621	5.725570285	6.245346196	6.359922827	7.172850115	6.041472693	7.694336617
LOC100128563	5.384307648	5.548840012	5.509975368	5.262259664	5.250934816	5.296411871	5.420615746	5.447526706	5.297038329	5.398224697	5.447546842	5.46023856	5.430415033
FEZF1	5.650046887	5.292185409	5.191504384	5.239177841	5.156392072	5.310746777	5.139663425	5.267043059	5.433614279	5.637742691	5.764254521	5.283460317	5.472242979
CCDC85C	8.907488853	7.761705951	7.588025219	7.997958641	7.96139205	7.565881872	7.230814714	7.091880223	8.98731485	7.886611754	8.770407733	6.261016763	7.14380227
KIAA1797	7.279705997	6.817219896	6.413630036	7.048744743	6.743456472	6.936895593	7.13198001	7.299966981	7.391050158	6.847343855	7.319310077	7.206488231	7.443482857
AI367217	5.288461515	5.414792398	5.335649933	5.411178702	5.204893441	5.460359854	5.55456121	5.290252275	5.382334707	5.446445665	5.292643302	5.242993031	5.329133174
TTTY18	5.341505822	5.24163533	5.546382061	5.27175717	5.195857416	5.287799098	5.47112084	5.418958007	5.376263444	5.480010499	5.282307907	5.399490205	5.408672947
